,timestamp,heartrate,steps,calories,gsr,skintemp,airtemp,excitement,happy,calm,anxious,sad,angry,hungry,tired,bored,exercise,thesis,sarah,barb,sol,arash,work,home
114,2016-05-02 01:54:00,67.0,0.0,1.0,6.36e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,2016-05-02 01:55:00,68.0,0.0,1.0,6.440000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,2016-05-02 01:56:00,68.0,0.0,1.1,6.65e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2016-05-02 01:57:00,69.0,0.0,1.0,6.95e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,2016-05-02 01:58:00,68.0,0.0,1.0,6.65e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,2016-05-02 01:59:00,69.0,0.0,1.1,6.440000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,2016-05-02 02:00:00,71.0,0.0,1.0,6.759999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,2016-05-02 02:01:00,70.0,0.0,1.0,6.759999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,2016-05-02 02:02:00,70.0,0.0,1.0,6.759999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,2016-05-02 02:03:00,71.0,0.0,1.1,6.73e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,2016-05-02 02:04:00,69.0,0.0,1.0,6.73e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2016-05-02 02:05:00,71.0,0.0,1.0,6.440000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,2016-05-02 02:06:00,68.0,0.0,1.1,6.69e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,2016-05-02 02:07:00,69.0,0.0,1.0,6.47e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,2016-05-02 02:08:00,70.0,0.0,1.0,6.8e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,2016-05-02 02:09:00,69.0,0.0,1.1,7.03e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,2016-05-02 02:10:00,69.0,0.0,1.0,6.440000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,2016-05-02 02:11:00,69.0,0.0,1.0,6.51e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,2016-05-02 02:12:00,70.0,0.0,1.1,6.51e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,2016-05-02 02:13:00,71.0,0.0,1.0,6.440000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
